Time,Time Code,Country Name,Country Code,CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],GDP per capita (current US$) [NY.GDP.PCAP.CD],"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter) [EN.ATM.PM25.MC.M3]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","Mortality rate, neonatal (per 1,000 live births) [SH.DYN.NMRT]","Mortality rate, under-5 (per 1,000 live births) [SH.DYN.MORT]","Community health workers (per 1,000 people) [SH.MED.CMHW.P3]",Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD],"Physicians (per 1,000 people) [SH.MED.PHYS.ZS]",GDP (current US$) [NY.GDP.MKTP.CD],"Population, total [SP.POP.TOTL]","GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]"
1961,YR1961,Turkiye,TUR,..,282.115540685402,..,166.2,62.8,249.2,..,..,..,0.3,7971175166.29712,28255002,..
1961,YR1961,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,1658569,..
1961,YR1961,Tuvalu,TUV,..,..,..,111,..,162.1,..,..,..,..,..,5436,..
1961,YR1961,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..
1962,YR1962,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,1711319,..
1962,YR1962,Argentina,ARG,..,1163.18683603872,..,..,..,..,..,..,..,..,24450604877.6081,21020359,..
1962,YR1962,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,2039346,..
1962,YR1962,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,4168150,..
1962,YR1962,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,8351928,..
1962,YR1962,Belize,BLZ,..,331.201312513355,..,..,..,..,..,..,..,..,31857591.8480346,96188,330
1962,YR1962,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,3387512,..
1962,YR1962,Botswana,BWA,..,66.4486789320337,..,107.4,..,156.3,..,..,..,..,35644931.942153,536428,70
1962,YR1962,Brazil,BRA,..,247.834299715922,..,121.6,..,160.8,..,..,..,..,19231747851.5332,77599218,..
1962,YR1962,Bulgaria,BGR,..,..,..,36.3,..,44.2,..,..,..,..,..,8012946,..
1962,YR1962,China,CHN,..,70.9091553472599,..,..,..,..,..,..,..,..,47209188355.5452,665770000,70
